Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Chlorurus bleekeri,Up to 49cm. ,Benthopelagic; reef-associated. ,"Females (small groups), males (solitary). ","TP - Green with pink to lavender scale edges; large pale yellowish to greenish patch on cheek with green border, dark green margin on tail. IP - Dark brown with 3-4 faint pale whitish bars. ",Patch on cheek. ,"Uncommon (Penida, Bira, Bunaken).",
