Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Epinephelus maculatus,Up to 60cm. ,"Benthic; open sand and base of reefs in coastal, lagoon and outer reefs. ",Solitary. ,Brownish grey to brown covered with dark brown polygonal spots. Pair of prominent white saddles on forehead and middle of dorsal fin/back. ,Prominent first dorsal. ,"Rare (Penida, Bira) Uncommon (Bunaken).",
