Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Pastinachus ater,Up to 2m.,Benthic; marine and brackish; reef-associated.,Solitary or form schools,"Large, uniformly dark stingray with a dense band of blunt denticles over the central disc, very broad tail and flattened anteriorly.",Broad tail.,"Uncommon (Penida), Rare (Bira, Bunaken).",
