Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Grammatorcynus bilineatus,Up to 100cm. ,"Pelagic; lagoon, outer reefs, drop-offs and pinnacles. ",Solitary or form schools. ,"Silvery. Double lateral line; one on upper side, one on lower side. ",Double lateral lines. ,"Common (Penida, Bira, Bunaken).",
