Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Sepia latimanus,Up to 50cm. ,Benthopelagic; reef-associated. ,Solitary. ,"Commonly light brown or yellowish with white mottled markings, ability to rapidly change markings. ",Large cuttlefish species. ,"Uncommon (Penida, Bira, Bunaken). ",Known local consumption.
