Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Mobula alfredi,"Up to 5m, juveniles from 1.5m.",Shallow shelf and reef habitats.,Solitary or in group.,White shoulder patches that form the “Y”. Terminal mouth with cephalic fins. Underside with black spots to be unique pattern of each individual.,Lack of spine remnant.,"Very Common (Penida), Rare (Bira, Bunaken).",
