Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Lutjanus rivulatus,"Up to 80cm, commonly 60cm. ",Bethopelagic; near shore and outer reefs. ,Solitary or form small groups. ,Greyish green with wavy yellow lines on head. Yellow fins and outer edge of tail. Slightly upturned snout with large mouth. ,Size and 'lips'. ,"Common (Penida, Bira, Bunaken).",
