Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Carcharhinus albimarginatus,Up to 3 m.,"Coastal, lagoon and outer slopes.",Solitary or small groups.,"Grey with pale underside. White-silvery continuous tips on 1st, pectoral and caudal fin lobes. Very fast moving shark.",Silver edges on all fins.,"Extremely Rare (Penida, Bunaken), Rare (Bira).",
