Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Scarus ghobban,Up to 49cm. ,"Benthopelagic; inshore reefs, sand/rubble. ",Solitary. ,TP - Yellow to yellowish brown underfloor with large blue-green scale markings; blue-green band markings around mouth and tail borders. IP - Yellow-brown with 4-5 diffuse blue bars on side. ,Blue-green scale markings. ,"Uncommon (Penida, Bira, Bunaken).",
