Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Mobula mobular,Up to 3.2m.,Outer reef to open ocean.,Can be solitary but commonly in schools.,Dorsal side has wide slightly curving black band between eyes and forebody. Single spines on base of tail.,"'Mini manta', cephalic fins.","Uncommon (Penida, Bira, Bunaken).",
