Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Panulirus ornatus,Up to 50cm. ,"Benthic; coral reefs, sand/mud substrates. ",Solitary or form small groups. ,"Bluish green, with a white spot on each of the spurs which project from the abdomen (two spurs on each abdominal segment). ",Colourful appearance. ,"Uncommon (Penida, Bira, Bunaken). ",Known local consumption.
