Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Epinephelus rivulatus,Up to 45cm. ,Benthic; coastal reefs. ,Solitary. ,"Reddish brown body, 5-6 irregular dark brown bars. ",Reddish brown body. ,"Common (Penida, Bira, Bunaken).",
