Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Monotaxis grandoculis,"Up to 60cm, commonly 40cm. ",Benthopelagic; found in sand and rubble areas near coral reefs. ,Solitary or form groups. ,"Black to grey, silver or brown back gradating to pale underside, often yellowish tints on head and lips. Black spot on base of pectoral fin. May display four broad dark bars on body. ",Big eye and roundish face. ,"Common (Penida, Bira, Bunaken).",
