Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Gymnosarda unicolor,Up to 200cm ,"Pelagic; deeper lagoons, passes and outer reef slopes. ",Solitary or in small groups ,Silvery. Pale tips on rear dorsal and anal fins. Single lateral line. ,Pale tips (2nd dorsal/anal). ,"Common (Penida, Bira, Bunaken).",
