Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Acanthocybium solandri,Up to 210cm. ,Pelagic. , Solitary or in small groups. ,Silvery. Elongate pointed snout. May display wavy bars on body. ,Elongate body shape. ,"Extremely Rare (Penida, Bira, Bunaken).",
