Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Lutjanus fulvus,Up to 40cm. ,"Benthopelagic; lagoons, passages and outer reef slopes. ",Solitary or loose aggreation. ,"Silvery white to yellow with dark tail. Dark dorsal fin. Yellow pectoral, ventral and anal fins. ",Black tail. ,"Common (Penida, Bira, Bunaken).",
