Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Caranx lugubris,Up to 100cm. ,Benthopelagic; clear oceanic waters. ,Solitary or form schools. ,Silvery grey to brown to nearly black. Black scutes and black edges. Black spot on upper end of gill cover. Concave slope boxy head & big eyes. ,Black scutes & edges. ,"Rare (Penida, Bira, Bunaken).",
