Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Cephalopholis polleni,Up to 43cm. ,"Benthopelagic; outer caves, steep slopes. ",Solitary. ,"Yellow to greenish yellow, bright blue or violet stripes on head, body and fins. ",Violet stripes. ,"Uncommon (Penida, Bira, Bunaken).",
