Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Triaenodon obesus,"Up to 2m, commonly 1.4m.","Coastal, lagoon and outer slopes.",Solitary or small groups.,Grey body. Occasional dark spots on sides/ White tips on 1st dorsal fin and upper tail lobe. Often found resting in day on reef flats and under ledges. Blunt nose.,White tips & blunt nose.,"Common (Bira, Bunaken), Uncommon (Penida).",
