Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Scarus rubroviolaceus,Up to 70cm. ,Benthopelagic; outer reef slopes. ,Solitary or in pairs. ,"TP - Shades of green, often bicolour with darker forebody; double bands on chin, numerous blue-green stripes on tail. IP - Shades of reddish brown with small black spots and irregular lines on scales,often bicolour with darker forebody, fins and usually red lips. ",None,"Uncommon (Penida, Bira, Bunaken).",
