Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Epinephelus coioides,Up to 120cm. ,Benthopelagic; turbid coastal reefs and estuaries. ,Solitary. ,"Tan to dark grey-brown with numerous orangish spots on head, body and fins. Four irregular H-shaped dark bars and 3-4 blackish saddles on back. ",Orange spots. black saddles. ,"Rare (Penida, Bira, Bunaken).",
