Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Acanthaster planci,Up to 80cm. ,Benthic. ,Solitary or form aggregations. ,Between 8 and 21 arms radiating from central disc. Colour variable. Large venomous spines. Often hides in the reef during daylight hours. ,Horrible spines! ,"Rare (Penida), Common (Bira, Bunaken). ","Voracious coral predator, can damage reefs."
