Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Plectorhinchus vittatus,Up to 72cm. ,Benthopelagic; coastal reefs and lagoons. ,Solitary or small schools. ,"White with black stripes, lips and fins yellow; spotted dorsal, anal and tail fins. ",Stripes/spots combination. ,"Uncommon (Penida, Bira, Bunaken). ",Known local consumption.
