Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Cephalopholis argus,"Up to 60cm, commonly 40cm. ",Benthic to benthopelagic. ,Solitary or form groups of up to 12. ,"Brown / green covered with small dark-edged blue spots. Broad blue borders on rear dorsal, anal, pectoral and tail fins. May display 5-6 pale bars on rear body. Can be dark or pale and transition rapidly. ",Starry night appearance. ,"Very Common (Penida, Bira, Bunaken).",
