Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Tursiops truncatus,Up to 380cm. ,Pelagic; coastal waters. ,"Form pods, rarely solitary. ","Dark to light grey back that fades to white on underside; dark stripe from eye to flipper. Dorsal fin is tall and backward-curving. Short, well-defined snout or beak. ",Short snout. ,"Uncommon (Penida, Bira, Bunaken).",Dope AF
