Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Scomberomorus commerson,"Up to 240cm, commonly 120cm. ",Pelagic; outer reefs. ,Solitary. ,"Silvery. Display numerous thin, wavy bars on body. Whitish 2nd dorsal and anal fins. ",Clear narrow bars. ,"Uncommon (Penida, Bira, Bunaken).",
