Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Carcharhinus limbatus,Up to 2.8 m.,"Lagoons, inshore water and reef channel.",Solitary or small groups.,"Grey with white underside. Anal fin pale tip white. Black tips on 2nd dorsal, pectoral and ventral fins and lower tail lobe. Silver-white streak on flank.",Black tips on pectorals.,"Rare (Penida, Bira, Bunaken).",
