Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Lutjanus sebae,Up to 80cm. ,Benthopelagic; sandy bottom and reef. ,Solitary. ,Red to reddish grey. Subadult with band from lip nape. Juveniles and small adults have 1/2 silvery-white spots on back. ,Band from lip nape. ,"Uncommon (Penida, Bira, Bunaken).",
