Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Scarus frenatus,Up to 47cm. ,"Benthopelagic; seaward slopes, reef crests. ",Usually solitary. ,"TP - Shades of green, abrubt transition from dark to light green on tail base; pale green bands around mouth. IP - Grey to red with broad blackish stripes on sides; dorsal, anal and ventral fins can be bright red. ",Dark to light green tail base. ,"Uncommon (Penida, Bira, Bunaken).",
