Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Siganus javus,Up to 53cm. ,Benthopelagic; coastal reefs and mangroves. ,Solitary or form small schools. ,"Pale grey with numerous bluish white spots, yellowish head, dorsal and anal fins; large black blotch on tail. ","Body shape, black tail blotch. ","Common (Penida, Bira, Bunaken). ",Known local consumption.
