Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Stenella longirostris,Up to 240cm. ,"Pelagic; coastal waters, islands or banks. ","Form pods, rarely solitary. ","Slim build, elongated rostrum. Tripartite colour pattern; dorsal dark grey, sides light grey, underside pale grey. ","Slim build, elongated rostrum. ","Uncommon (Penida, Bira, Bunaken). ",High trophic level.
