Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Galeocerdo cuvier,"Up to 7.4m, commonly 5m.","Oceanic, coastal and offshore reef.",Solitary.,Grey with dusky bars on body. Long slender caudal fin with pointed tip. Robust body shape with blunt nose.,"Tiger stripes, robust body.","Extremely Rare (Penida, Bira, Bunaken).",
