Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Sphyrna lewini,"Up to 4.3m, commonly 3m.",Open water of seaward reef.,Can be solitary but commonly in schools.,"Grey with white underside. Head flattened and extended to either side resembles to hammer, prominent central indentation on front edge and “scalloped”.",Regular size dorsal fin.,"Uncommon (Penida, Bira), Extremely Rare (Bunaken)",
