Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Lutjanus xanthopinnis,Up to 30cm. ,Benthopelagic; coastal reef and outer slope. ,Form groups. ,Silver body with thin yellow stripe from eye to caudal fin. Nearly straight diagonal lines on back above lateral line. ,Stripes and lines. ,"Uncommon (Penida, Bira, Bunaken).",
