Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Mobula birostris,Up to 7m.,Outer reef to open ocean.,Mainly solitary or in small groups.,White shoulder patches that form the “T”. Black band between eyes and forebody. Additional dark patches along the trailing edge of individual gill slit.,Spine remnant at base of tail.,"Extremely Rare (Penida, Bira, Bunaken).",
