Scientific Name,Size,Position,Group Size,Appearance,Distinguishing Features,Occurence,Interest
Carangoides plagiotaenia,Up to 50cm. ,Benthopelagic; around reef slopes. ,Solitary or form small schools. ,"Silvery, narrow dark bar on gill cover. ",Narrow dark bar. ,"Common (Bunaken), Uncommon (Penida, Bira).",
